real, imag
02d5fc, 00a7b0
17bc8f, f3bc54
1cbb79, 041957
f93c32, 21b941
fb86a7, 06e9d8
e86490, fe3c3a
1058da, e2d80b
0634b2, 295c70
08206a, 0382c5
f7d394, ff7188
072cec, e485dc
f73abb, f629d9
ff2eda, fc4540
ffc480, ec8d88
facf98, 033f05
0882d9, ff3b27
f686b7, 129750
fbde79, f6a35d
0714d8, fef028
fd413a, f0c6d1
f19d67, fa7da4
0d56a0, f1a582
fb597e, 008f69
16641a, faca09
05cf15, eb44f2
e9559c, fe9c20
0b18e6, 006a00
070814, 16f62b
1bc5ae, f0d159
f09cb8, f3a4ea
0402ae, f18158
fad52c, 08d685
044e76, 0d26c8
1b65fd, 13c689
124bb2, feebdf
088c76, e5086a
f54906, e97ce8
001e63, f833a7
01e617, f76a1d
fb12c3, fecf73
f1a9f2, f3550d
01694e, ff3bff
0c7f48, f8341e
f7422a, 0a2f9d
1b6b8f, fd403f
f68701, f12721
086e97, 0cde21
fbab53, 06a653
fc9139, 089b5f
fd5ab9, 08a9df
0787f5, f561d5
0d3a4b, 0d8826
f51ebe, fceb1c
0286bd, f2abef
04359d, eaae26
0cfd71, 196310
ea0e43, 0f729d
fca35a, 07da61
ff8d23, 161fea
f4be0b, fe8247
0ac3b2, 0df03a
f87c4b, f74901
fd013b, 0a7a80
1a37b9, f1bc29
11b7b5, 0b1c12
09577c, 0e2a9d
15a4cb, 0be687
f80a3f, feba44
fd6e9f, e3aa70
0c19ac, e1dff7
10862a, 032799
f587b2, f86077
e86b79, f7b87f
1677a0, 01791d
019a3c, ff4708
f72af3, 034772
fb0e67, 017677
0cc95c, fb5f28
efb4c6, fa3e3c
02f529, 190c0a
015233, 00f435
fa1338, 077a6b
134e4a, 106ad5
0249fd, ffc536
04b969, f20fa3
137ced, 012d34
0689fb, 06f14b
0ee42d, 0cec2d
ff7220, 030a31
f3d64b, 06bdfb
074d57, 100ebb
f5ac65, fa5ad1
ecf5ea, 0135e4
0fd60e, f660e0
f64f41, f5f0e4
fe8d7d, 03dadf
f8cbac, f2f9d1
08ffc0, fe9132
f4c243, f1c951
efbd9e, fbcdfe
ffb90d, f80a1a
f51048, 03ed27
0ba0bd, 0adcc6
1bf31f, f46734
f7d953, fafb3b
fc2a36, 052903
f27b2b, 0b662e
fb0104, 120206
f7cedd, fbd976
ee7bde, 0258b5
fae659, 04cb92
0c6db1, e7c231
10b22f, f807ee
f783ea, fd5635
f369c9, f44f9b
fa8508, f6de38
0fbae1, f00d4f
fedc59, 034f01
e5007e, e72d93
09e0b5, fe5052
f90494, fd9673
03833b, 01091c
0bfaa5, 016ee3
e24051, 0087fc
f4dc08, 02bc4c
ff8a82, 00799e
f89f50, f5fdd8
fb6d62, fcbaf2
ef646f, 048f83
f9216f, 02a64f
01ce06, 0c9fdd
02f59a, fdb254
f98d35, 05e1b8
fe3c87, f8e5ff
019cb4, fe284f
029aad, 054d4a
f474ce, f662e7
f850bb, 0fa7d4
126b63, 11712f
058118, f7b93d
0468df, f3ec15
f82ff9, fc7e6b
0d22e9, 0f9ff4
f9eeec, 093b94
f71555, 07b50a
078c37, 054360
0322a2, 069194
0103b9, ed5c21
0f2ed8, fa240b
0b9c85, fef22e
01dbd4, 0e753a
f2bd23, 00b450
08f81b, 063706
01554f, ffb461
fc4e19, f3c177
16f399, 08f103
f47ce4, 0c27ac
02bb94, eab063
f23e88, 074ff1
0685e7, e81c0b
0de107, 0ebbdb
fcb8c3, fa7cda
f927da, 193acd
f2decd, fb0489
0ecf3f, 081a0f
f6aaa0, 1335dd
066f19, 0af7b8
209f39, f9342f
00599d, 00417f
096ca6, febbf0
04932d, 06a91f
049f81, f340b2
f9659c, 12e170
0812ef, f1e77b
1381b9, 009aea
03b874, f5807c
e3db8d, 0e55b2
244c4d, ede70b
f069c1, f352f2
f81f81, 01a259
161ee0, 01c9fa
065d23, 0b4676
fa4992, fb9e3e
f3fb3e, 05338c
009182, fd1813
11b4bf, f3419e
f2a324, 08fb75
01ca0b, fcdae2
0cb3fa, fe16ac
0f7f12, 0adf98
10556f, f8313e
f8d834, 0247d8
092007, 0f34aa
0b3780, f477df
f55962, 1547d0
098d5b, e6ad6e
14cb02, 023061
e66ed4, fd5b0c
f8890b, fd06d6
f781b8, 0a75ec
11b82b, f2ebfb
fb246b, e4f926
01a29c, de7498
021b05, fa425d
07e55f, f26021
f0d07d, ee28aa
fda3c5, fe086c
0114ed, ebcca9
f04342, 064512
047a10, 087859
035748, 105f20
0b41fa, 03f932
fdbe0d, f16bec
05905a, f6beec
f99153, 0089a1
f8b17c, 08c3a9
08b614, f6552c
0326de, eaf1e9
ffcc8b, f150d2
fcbeb3, 010186
fea275, 0a846d
14ec48, f68aa3
fa6c82, 1c1a7a
fb78c2, 082c22
f75f08, 017b1d
e72421, fa4595
09ccaa, fa1034
091bfd, 0def0c
eeff31, 0931a1
fa43fe, 0fac33
febe2b, fd3d16
156409, 132714
03a347, fe7e2c
f9ceb5, 077669
082b6e, 128935
f83bc8, 01c655
f4f5f8, 09e0c6
046404, 13684e
17547a, fb7c44
0ccfcb, 0440a2
01f73a, f0a50c
ec21fe, 013eca
093eb0, 0f4494
f7c0e3, fc13a1
1bee15, fbf3b2
f59275, f2f791
01b2b3, fbe35b
0f1c6d, 06c512
139cb8, f54220
fb31ea, f69e6e
f966b1, 0fe3c6
f5f240, e8dbbe
ef340e, ea366a
f60f1b, f38519
fd7041, 0b74f3
fd42e7, 0784d2
e72fe4, ee4fdd
fc324a, 17ef7c
1eac5f, 0421f8
faca58, 0f4b08
f3ca33, f4036a
eef32c, df1b82
058ef5, e8b6f0
fb701e, 03d448
084807, 01ab14
13ef1e, f718c1
ed8ce4, 0517e3
fd725e, 0410dd
f0cee1, feab98
0fbc31, 10f59d
0a3157, ed17a6
f06295, f42b22
009622, fe87a5
0cb491, f1be1d
120f7d, fbcdc4
e5c675, db0d86
0080a5, f58ed9
fa9826, 0be730
fe605a, ff9d28
f62d7c, 11e29a
07260f, fe51c6
01a594, 03228a
ff1918, ff9160
f4baef, 01bf5c
0eb425, ed2011
0d937f, 05293e
e9f7b9, fb7b52
ff84cb, ec245f
143604, 02386b
00259b, ef9291
170003, ec15b2
fdacca, feebd1
1562d9, 1b7333
f9e092, 01ea3a
085b5c, 00101d
f7f229, ee4cf1
09454d, ee3253
e6691b, 04255d
0437fd, 093baf
079044, fca2bb
fe1d55, 0d65d6
0b47bf, ff3b35
0af3c5, f85e2b
09838b, f5bfb9
0cb1d4, f8be86
18aa96, f89222
fe0d79, 0d28fd
ee73a6, ffe68a
036d1f, f81cdd
ff6050, fa1c11
06cc9a, eb85d0
0548d1, 05eddb
f060b8, f42753
f44fe2, efaec5
1a09fa, 00c7c3
09b177, 0fca2c
092978, 004e46
10803c, f3e795
085af2, eede73
023219, 0b4737
0e8f85, 0abd3f
09a674, 028725
1ebedf, 10528e
fe9211, 1cae31
f74d52, 03e925
0a7452, 0f8b47
02856b, 1080db
f29297, 04c774
f7243f, 0a2f2d
058acd, 0e0d9f
28f34d, fc63a5
f989d9, 1737d1
feb7f9, da700a
0063fd, f52757
032d8c, 03a026
1099ca, f06936
fb324c, e7e001
003347, 014c4a
11b0ea, 0c4c6e
073d43, 093ee3
0a10b0, 03f5be
08b013, 0480a3
eec97b, f502ef
ec7fac, ef7957
f4b388, efd224
0751e0, faafee
ef641c, f3d587
16bc33, 0a95e3
fd2a31, f6dd09
fbbcb8, f44da1
0aaaa6, 040db7
15ae98, ed99c6
f38c24, f8e1bf
02d3f5, fb1ee4
0179ba, f32dd7
084fe0, f64ce3
04e37e, 00e0a8
edb65f, fe4b3c
fd27a8, 151189
e89671, f875a1
f98b67, 01f95b
f6dec0, ff3a77
fc54dd, fbe50d
0d97be, 07ef70
0a855f, f87f6f
0761a5, ebb23c
fb8a9a, 033554
f7417c, fcd62f
1c2b9b, fc003b
192421, f2f744
fe36c2, 0e668e
05661c, 09a759
f2ea4a, fcbc07
008bae, faa544
f7e6c6, 06823c
fa84a9, f7baa5
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
ff8d2f, f55fd0
f14807, e8e4e5
f867c3, f2d628
02af73, 06958b
f21641, dfd1cb
f44ba3, 1d42cd
026714, 03efc9
17ce85, 0c462b
fb82bc, 0b4c57
eea903, 12675a
ec950a, 12fabd
0f84c0, 0a934a
1019f3, 1613d1
e9be7f, f3edd4
028623, 07c38b
e70cce, 05282d
f5a3e8, 039497
f63828, 1b499f
facf1a, ef40e4
089654, 042912
16b560, 0273c7
f7ea3d, f77599
ed7f7f, 0bd92c
0197a1, 14ebf8
f478a0, 0ddbea
0b66bd, feec20
186dac, f104d4
e54ebf, 13be54
fc4cd9, fbd4c1
0b86a5, ec8dbc
eb6f6e, fb1117
03ea00, 11ca8d
e25ecb, fdf760
fcb1df, 0caf19
0ff169, 14b620
fe9a22, e4cfa7
f7568b, ff4593
037803, 08f1bd
04696f, f1089b
17494f, e5ad32
f9d1d2, 113d2f
fc214d, f6aeb0
f5a149, 036557
0dbfaa, ed4d13
ffdee6, f714bd
ec1cd0, fe4833
0481fd, f5069c
05750a, e9afd9
10617b, 01ceec
ef73b3, fbc597
0a628a, 00d7a7
fa4864, 0619ac
fb9ba3, fed8fa
095fb8, 04cc37
021839, f8bbff
f76be7, fada7e
12df4b, f6fb9e
0514b0, eeed0e
f84892, ffb6ad
efaaa0, 041fcf
017535, 0c0436
0ecfa5, 15aa91
10e17e, 002697
01dd52, f73ee4
0ea54c, 13701f
fd7ed0, fabf3d
176f87, 0e426d
ff726d, ff2753
047d4f, f8afbd
ef9c5b, 095ec1
f3ae8c, e97f00
f2c216, f7ba61
f4f939, ff5fa6
ef61c0, 1e1dcb
008f85, 10dc80
f4cc6e, 09ce2d
ef7208, 0b00f9
04d237, fca09c
008ea5, f4cdf0
043c84, 0cbc82
f4cdbf, 0e36c4
191f4a, eb72df
07b475, f79ea7
01586b, f276f8
fca536, dd7b16
050220, ff9dcb
055b4f, eb0bac
037376, 1dcbd6
0396c6, fd6c56
06115d, 046dd8
ffdc92, 0b8898
0f5a78, fd0ace
0c4a4a, ff80d2
07fc34, 044ffe
02241f, 087b17
10ae85, 170b0b
fac939, 040421
0b954a, f07492
e1c08c, 013d22
fdfb66, fddcf8
fcfcc8, 1900ff
f130e1, e8e098
028d1e, f85472
0cce24, e9030a
0a55c2, 073e90
faedeb, 003361
06587a, 02d57a
0cf4c9, 0cbcb0
f3ec50, 00fda6
004b07, f9e85f
0e3381, 054368
ffe58b, f0c7ce
e76284, 053480
028308, 0fe7db
fef0e0, f97d9f
074d46, e27bf5
fed251, 13982e
f5c513, e9da4d
0f1624, 0ec1d3
08fff6, 0985e7
f7743e, f91db1
f9ded7, ed90c6
fbccae, 174805
ec0948, f82906
06954f, 011b0c
049234, 021ff6
0a7333, edc31f
f88389, 0744cb
f064bd, 0b0f6c
0d125c, fae4d6
03f3cc, f9a6ed
07969c, fd0c94
177e80, 046e7a
02e47f, 199230
04183f, fc3288
062107, 08101e
084f5b, f5cf3f
f61f7d, f7e26e
0608d4, 0ff713
006ecd, ef0071
f502aa, ecb65d
fec97e, 074270
085352, f2ed7b
ff7d30, f1d6f0
ecf44e, 06c6bb
182234, 00afaf
06a811, 088766
f6683b, de886d
f9f97b, f4144d
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
110d37, f5e519
155fff, eb40a8
09339b, 09fb51
ee6c11, 0eb333
f0b3cf, 0ceffc
f472a4, f79937
f23e8a, ea6853
f6becf, fadd21
ffb1a7, 12e56b
077693, 0204f9
fc4b77, 140c03
080233, 1ba088
0dd548, ff2b19
03e504, fda28c
0135a3, 071f42
faf0bd, 096f38
ff7dd9, de75df
f90b4b, 00eac0
fab2f3, 144aac
2410f2, 0dead4
0c5913, 0a192e
0fa488, 0cac3a
efde40, 1567bd
127110, e67e0b
f7c818, f9ecab
f8c1f0, f6717a
e7f8c8, 001cf8
148aeb, eac45c
114155, fc7f9d
f94a41, f9c57a
f0ff68, 0c8a3f
02390a, 01a16f
d66569, fab7ef
e67154, f8386f
f15ce0, 0532c6
022388, 05424a
1856a9, ee2104
f54b4b, fd2d68
03d635, 003c69
07720b, f18cd1
feded6, f2d72f
14d2ce, eb776a
085db9, 020578
089973, 049785
00fb3d, f15b94
fb5557, fd751f
16485b, fa6fb9
f564a5, f2d6f5
ec42dc, 00e641
fab2b4, f1584a
f9ec4f, fe0b47
f6acaf, fd98bf
06c677, 13745d
ed89f0, e50091
195b9e, fa6a55
f92a57, 03cc3a
f5e649, fbee65
f48702, 1fc8b8
ea03e4, 0176f0
03a57f, 117531
083fea, f475e3
fb3ed0, 009d45
183231, 0a8f59
11e408, 01315e
052a28, f93e6a
febd74, 105fd1
05095b, f87ee6
f82dd2, e8ab0f
06e426, 0a779d
f18035, 024955
e92bad, 0be69f
fc2f6e, fe8802
106451, 184d35
0afcde, fc617e
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
01dace, 01d750
091322, 0a1b57
fa517e, f856b2
f3c09a, 04ebaf
ded677, fd8c16
fd1368, 018f5d
0c374e, f8057b
fa8066, f8dd49
0571d3, fd9762
faf797, 056036
0e2cda, fb561f
f9e33d, eca00e
ffe312, fc9882
f0284e, 0b7bdd
fcf23f, fe7e43
feeae7, 04e4ce
faca10, 1a9b51
f86dab, fcde99
10cab9, 099b70
02e920, 000d1e
07c18a, f761bc
080787, 01ce89
ff0cbd, fbbb07
f86563, f0d6b8
f78ba1, f8ce49
020f57, f6ea4c
0362a2, 206718
fc3da5, 06c3aa
fde71a, 125bb0
0978ad, 0f3007
ddaf88, 0b136a
0ad0bd, fc8847
094fd5, 024166
fee663, eb5670
f80e34, f8c03b
e51603, 021458
f37a69, f2f7eb
fff8f7, 001eef
f6a04e, f78b9c
ffd6bb, e118cb
fe4ba8, 001fd8
fb6694, e47f23
1c089c, f04469
0ad14e, 0a3c41
0587f6, fd238d
f9d2f7, e47cab
fb44de, ef5a74
fb28d6, 012f65
10147f, f77157
07744c, ebb943
216b88, 05e07e
fada89, 0fa2a4
0f8fc1, f6b724
1709ef, 001332
f5db16, 04261b
f58af2, 0400bc
f76ea4, f75e71
1d4f27, 0711b6
02086c, f902c9
ff6221, 156139
f5240c, 0dd3c3
f3612f, ff2975
effa2b, f510bb
0e432f, f0716a
fe9ea8, f27cfd
fa3eb7, 0d081a
ea846a, 04f9ba
10570e, f924d6
e4f03b, fbaf84
f8d3ac, fc3df7
027016, ee2d01
f2098a, 0deac5
e8d991, 04b25d
06cab1, f47a8c
f091e4, 0732ff
fd43c9, fd2897
0b1bf6, fbaead
fe5ac3, fb0497
069810, 02aa31
f73bfa, 1a2aa7
f7669a, fca2f7
01e96c, f3b04e
ff7799, 0ca1be
f5a0ca, 0520da
0a5761, fa494e
f79c1f, 063299
f8c71b, f745c6
0249e2, f03625
faccff, 0f51bd
0d276d, 0155e8
0311ee, ffd105
ff22a4, f2a647
f0be09, 05af9f
0d84e7, 0be619
fa49a3, ff0c04
f69c6e, 06136d
09a7f9, 0430bb
f535c6, 0701ec
f31e29, 057aab
ff7cdb, f6754c
05d2da, 12f9d3
fab0c7, f4db21
019058, 036328
0e6edc, f6a1f9
fd8e67, f9c10d
035b62, 133bd6
ee4495, 0f3b25
1a251b, 18a00c
15097c, 1af66b
0b7f8c, 124f36
021091, fa9cdf
08e070, 00947a
1191f5, 0b4737
0516a1, 0a4e38
0bda14, ef7384
012634, 020c70
fb48dd, 0a7792
02938e, e3a763
0c7f58, fdb5a1
f5b3f1, 0796ca
0035e8, 0c2033
fc1634, fe3300
08cf8e, f13f6c
0338a1, 09b88a
fcdffa, 21256f
f26ba8, eebcea
050b22, 02be78
04a840, 162a7e
f8da3c, 049919
046c1a, f23751
eeede4, 244c3f
f9e4ff, f6d431
155e20, f39740
fb56f8, 0d762b
f49aca, 03339c
04e992, febe8b
0d2e76, f2630c
fdeaa5, f70ac5
f8854a, 04210b
fd7112, f3a769
0b3166, 107282
fdeba7, ee8956
fe2479, 16468b
e3f678, 05e7f5
01cf65, 0689bd
ef44a4, eca335
fe64d1, 00455d
23a340, 01b7fe
0a0604, fdf2f4
f3da13, 16b35f
f41f82, f5329f
ec0f70, f580bb
01de04, 0cfdbe
087f01, 04ccab
0c6fdc, f8fa6e
057f5b, fb4d2f
15f953, 0c146a
0021b0, 020b64
050e76, f639c3
1e6f21, fb36c2
f362c4, f46fd7
03e9e3, fd28c4
f27e58, 0c18fa
078367, ec613a
fc98ac, ff64c7
f359bc, 04dd09
05e685, 1c301e
f80ef1, 0bede9
00fd95, fa48cb
f9c2c1, e6df55
05ebec, 010e7a
f3583c, f7dc9d
083fd8, fbe833
fa6a63, 03f29a
f47282, 016b5d
ff78e6, f55f5c
fa6e68, 036a7c
fce981, 058738
078ca4, 0b466c
1a2ac6, eee7fe
feb2d9, 0315b2
008cf0, 0149eb
e4ddc4, 0c5777
0b0b66, 149f11
fe47b6, fa590b
f617d6, eea444
e59d4a, 045fa7
0a5b2e, 09e0b0
0a15ce, 127e91
045d31, 117f12
f0da66, f74d35
0f2afb, f6a6ac
1106e3, 00fe94
fd69a9, ef3346
029d59, fa2943
e81412, 27ff3f
fa0608, 14158d
1b02ee, fc3510
00101e, f60091
08c655, f7019c
f8d454, e579ac
f327db, ff8db1
006a5d, f9e213
ed1b52, ff6793
0908b3, 03f480
ff5b7d, 00d683
e0493b, 0acd14
f1852c, ec6f82
023357, ef749a
f71245, 0df325
0adf72, f6419c
005273, fa5c82
104cb7, 0ca692
034817, f50ccf
e6afeb, 12f7d1
09eeb0, 00ae47
0673cc, 01f823
11bd64, eeb6eb
ed4c37, 177676
f25550, f4c505
109b9e, 0a8a53
0a5003, feeec2
f6e5dc, 0d8671
064cfb, 048737
0dcc07, 08142d
08cbdd, 1271c1
18f8e7, f86d57
179e22, ebb4f4
0e244f, 0e4e71
0fe1ab, 1b9570
f24876, f80d85
f34adf, 081007
e35b2a, fb7a6a
07a885, f2b8a5
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
fdf1fa, faa7f4
036047, 09a9b5
01130b, 0a003a
fbfd75, fe1db0
f72e1c, 05cb67
076dc6, edc84b
05838f, fba11d
074a55, 0daa28
1d2bdf, 06f495
01d42a, 2ba039
ffbf4e, 065d9e
0d1f30, 13c973
e09d1a, f8420b
f39f66, 07b9c2
f0696a, ff8af6
11b54c, ee59e9
fd5a0b, 0bcf27
f4d13c, 0ea819
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
ecd1c2, 0dfb7a
eaeb6b, f6b8c4
0de20f, fe2010
2370a5, fdd9a0
f9882f, f53fe7
f886c8, 15441e
0ce199, 0a1512
edbf99, f9a5e9
fda536, f61400
fabb75, ffb887
1754d9, 02905c
d3147c, fcc12e
f10c38, f69360
ef58bd, 091fc2
f88897, ebed3e
067fcb, f65fe3
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
0a92bc, f09aa9
f1d489, 067072
13957f, f812cf
01df22, f597c4
f5ce79, 16a5d2
f5b9ab, fd9a6b
04a671, eeec8b
038703, e8b266
fca8f7, 0f4e82
fb788b, fe677c
f4471d, fe24e3
ff5d98, 1623b9
10c497, 1c9961
054f0b, 1fddcb
f54707, f959b9
07405e, ef5f89
036ef1, ffb9d6
f8e841, 15eadd
16a376, fd7933
f8efa2, 096db6
0ff35c, fb0a75
fb642b, ef958b
065ab9, 005957
0b40d8, 228e08
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
035b5a, fd69bc
04b0f7, e9b680
f728c3, 0c6500
ff2fb6, f87df8
d67de7, efde7d
f70ed4, f95b63
0ac299, 03f801
0c799f, fe53d6
06e172, f3297f
08975b, 02d567
04d1b2, fb8d75
01a95f, 02db6b
f2d04a, f76a50
ee7886, 1450e2
0b2f4a, edef2f
0e0848, f19915
034648, fd2969
019000, fe4638
fd5058, e61fab
fd3981, 064772
fb7bde, f4dd68
006f22, 025cdf
e746c3, 08b2a4
073109, 0941c0
ff5afb, ea626b
0bb8d7, fa4f24
06b937, fb0091
f2fdb4, 0481fe
0c8fc4, fb7332
0c8729, 0939ae
022716, e5ff79
0d8f07, 0acf7f
fae5f6, f13afe
f58fbc, f81f96
03bb6d, fb36d4
0bb639, 1642ed
07d522, 058e17
e7b52c, 008a31
fb6ad4, f30185
fae33a, fad834
dc9e3c, fb1bbb
096996, da4d57
f7c692, f4156c
09ad62, fbe602
049872, fda637
002441, f818c4
09100f, 010967
065a04, 115dfb
092ea6, fbc849
0dc206, 1220bd
0ab6af, f16524
0b53d2, 0d1a99
16fab6, f4619e
08b303, f85d77
ed29db, 0a7c8d
078429, 12e68c
f3fcaa, fbb9dc
e4e55e, e9f753
fbd12b, 0656c3
07faae, f68141
0b3844, fc19b6
0bb565, e9b168
e7f550, fb3293
f9b516, 04fdd0
fcbeba, 08aebb
0b1972, 0875ef
02adb4, fbce44
07ae05, 0718fa
02b82d, fc03b8
010a7d, fc4b11
fa452b, e5339b
ff103c, 0a53d8
0cf572, f41306
023b14, f4e7ae
fe6302, 10bbc5
fa7fd6, fb4832
05e4a6, f69d06
efe74a, 06264e
0ad6b2, f2360a
fb80a4, 16988d
ee1724, 0a171e
f7c25e, 036a38
03b088, fa495f
073708, 16d850
ffc6c9, 159061
09f6e2, e6b7ba
e6bd66, 04fa46
0c5b31, 03a87c
f6a17c, 0991e6
f67e28, f4a45d
eaceeb, 0d4284
04e15a, 00272b
1da198, 0cf37e
f764e9, 05977f
0005be, e7bacb
06ddaf, fa47a6
fb74ba, f00cab
0633cb, f6318f
e5f5d8, 012e8a
fe0d21, fa559a
0b0d22, facad4
ef1176, fddd16
0ab036, f430e0
e9f00e, 132a9f
08c290, e832a3
f568f8, f824ea
1827f7, 0379cb
eb8568, 0754e6
f9d1f0, e65251
f68bf4, 0e0a6c
0a17d5, 0b80fe
fa4d60, f8bffc
08fd8c, 055fdc
e69b73, ff5467
fb50cc, 00f92c
f41e62, 01936f
f970a8, f814a7
eab9de, 0bd136
fb5d1f, 0c2a95
d90bec, 00b0aa
02f7b6, fdc94e
0973c4, e70a55
092b6a, 060bc2
f9cd56, d0d90b
ff29c3, 1e868f
f9ebd0, fd06d5
f96f76, 067a4b
efe7a3, fa05c6
e87928, 071b93
faf162, ecfa17
ef46d9, f4621f
f1a1ab, e0d131
13b060, 11f85c
fd5a8e, 0715e5
0a5c3f, f44551
0a822f, f42057
fb8177, ef8ef0
02fc60, fafc13
0101af, 071357
f1ed83, f520c2
fcf769, 006d21
0d2993, fb85cc
eff400, 124bf3
eb48c9, 033f5c
f43503, f31d52
ff0646, eb6f73
034ae0, 0528f0
f86303, fd593a
0494f5, 10df2e
f7a698, 053a9e
00cb3a, f4a115
facbbe, f07e08
0865f6, f96f6a
004433, 0cd5bd
f452c2, e58655
031c88, f2bc3c
030f39, 01567c
ed8b38, 0d2572
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
097fd7, f317f2
06ba3a, ea0f8f
0307e3, 050e39
087809, f19e4d
fd3094, 109adf
f2d0be, 056f05
075ad4, f819d6
f00e5b, 0af44d
fdf513, e60d5b
0d15d1, 036421
00f440, 06baa6
041e08, fa3f0e
1067df, 0b8d6b
f0f665, 015d88
08b465, 052a1a
0c09ae, 132c82
e4d6e0, 15b41a
f56947, f87ae4
eae22b, fd3a18
e6876d, f6d0ac
f381ad, 0c885b
1517da, 06834f
108d3f, d9d39a
f203fd, f50654
fc4453, fde19d
fe213b, f7a5c0
f647da, edf859
