real, imag
f9baf1, 08bff2
f99bb7, 02ac79
1ea9b8, 09b742
06ed92, eff7a8
f74e7d, 0c67e5
f5dd10, 06ecb2
f5d134, 0abc0a
f8828a, defbaa
fb0bcd, ffc7ee
fe5c23, 00ab9f
f184fe, e4b6b3
17fe90, 100edc
f77d5c, fe6c6c
f50c4b, 022c9b
fc616f, 0a1076
0cfeb7, 04a4a9
072f96, 049ffe
fdbff4, fdf70a
fd953b, f5004e
01d03e, 066d2c
fcd6c2, 12c916
042f6a, 0c0d88
0afc4e, fbb0af
dfd830, fde0c3
085fa1, 098330
e3c570, e4a00b
febde9, 0579da
f31ebb, fda389
eeb083, fc97bc
fe1a57, efbf62
06f380, f3fe62
fc5b70, 0c752e
f630c8, 02bcc2
0c246b, 05315b
fcd851, 33c939
f4330c, f68d2e
040ca7, ff0c48
f636c2, 1d6989
07cbbd, 073a8e
0355f3, f8b06a
ee8c3a, 2066ed
0eb27c, f94168
05a8d3, f6ced4
035e71, ff7d35
084bf2, 11391d
ede59d, fd18c6
08c6ec, f6e35c
0723d7, fe81f6
048370, 022357
0b5f8e, f530af
00cccf, 077e4f
02eb1a, ea0c5c
17d2fc, f449c8
05baa0, f4b9e0
f3cc51, 0c4b4e
f7e2a6, f905e4
f9f9ed, efac56
ed494d, f7a695
fea1f6, 09d025
f8af67, fd2bf7
f8dfb2, ffb0fd
073252, f4efed
fa60c0, 0e571c
04f70b, fe2ba0
ff6a12, f96743
009bd4, f094af
eab6cd, 061a03
03c41c, 156a16
ff8ea8, 0560ee
fb72dd, 04f358
0d29ed, f4171b
eb3f9a, f0c61d
10e428, 0f97f8
0e142a, fdf466
fe3769, 032ff4
fe9dbd, ee1288
0bbfd1, fa8e63
055463, f6ec31
00eaa4, f219a2
f5b405, 048387
f356f0, 0b6dd5
f9aeb4, 076984
00cf6d, f86b2c
0b2419, ed44c5
efb05b, e9a3ca
edc410, 151b94
005ef0, e95e44
0ea60f, 0f074c
eccea8, 0ba773
f00d3b, 10188d
fefc65, 0273cd
0fb18f, f39766
ecc22e, fd7ba2
f881e5, f731d0
ee300c, 00ea4c
083206, ff1ecc
011e5c, fa98ce
ee62fb, f57af7
f7ee6f, 0f7536
f5e976, 01b5ac
004c6a, fe220b
18d2c1, 0f1743
fe1467, fbc82c
e0ca6a, 07044e
fa3c12, f37816
09432f, f24627
03b3da, ef55b7
f8149b, ff48d5
04ec7a, 051cf2
000c59, 0b2ec0
eb9032, 037b6d
17d0ae, 0a5e20
fa8b0c, 0bd432
f87b79, e8c992
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
01c9d5, 00852c
f5f16d, 063e7e
f593be, ecd49a
02ba40, f27fe1
01fa3e, f98085
f4c8c2, 040833
f74ae8, 026698
14a66c, e70197
f1a9ea, f77e94
0aa25d, 215422
e83163, 0e1ddb
099f01, 0b42d2
04f8c9, fb7e29
fcba16, 060063
044076, f9a492
0db875, f76e6f
0823a8, 0fccfc
f488e0, 098b80
15263a, 091871
15374e, 13660b
f90b7c, 0ab539
089fa1, 026f09
01a786, ff7d64
067022, fccdbc
e1871a, f9bc41
024a1c, 2180cd
0df377, f8d8f4
f5a78f, f8acee
f24d14, 0adddd
09a66b, 232fbb
fb84b3, f25b1c
0c0940, fe055c
f57eac, 104fa7
ef11ef, 0441b1
faa898, f72a3a
1456a4, e78450
0c90a0, efdfe7
ff0609, e6c0e9
fdce9f, 01ad10
0be757, 0524d1
fe2f36, 102b06
fa6750, 02211e
ffe678, fdc48d
040a30, 19723a
0ad8b1, e4bb66
eb9413, ef41b9
eb7979, 078f8e
ffaefc, 0d44d1
f28dfa, fbaf88
f51b4d, f26648
e47224, f53f8e
049366, 106d2f
077377, 0a1c98
f12c82, 07ad41
0385cd, 18ee32
0100b1, ff49df
1363eb, 00f85b
0f96a0, f816d4
e9b054, 09cc29
0bf085, 07a4a5
068a6a, 00bb65
e7c4db, ff8bb6
142096, fbb044
fc3e94, 0a258a
0beeb0, 00e3f8
127c85, 0eba69
e24284, f5775c
0c1751, fae2bb
0e6520, 164bb8
0a74df, f6d878
ee20ed, fb9e8f
fcaab9, ec16a9
f038dc, fddab0
06f156, 0018fb
ffeced, 0b8fa7
ffd859, 167fee
08bf49, ead7ec
0da4cf, fbd944
e7210e, 0dffc6
125659, ec30a6
02c2f5, fc050a
02c23e, fcd9f0
f419dd, 0958c5
ff7e4a, 0210c6
021510, 033b40
1676ba, 07a25f
f69d72, ff6cf2
0020c5, 14947f
0864ef, 11940b
ed9b7e, 1d3dad
ff84ff, 0472df
0110b3, 086ec0
ef629f, 03b51d
08d2ff, ff41b4
f0439b, 10779a
16ab5f, f6b308
eeaa01, ed5ee5
f335b1, feb98f
fcd902, fc7ec3
dcdb8c, f84a3e
0ba839, f0411c
107e67, 06528a
0c4256, ee2af8
fda928, f86414
006a40, f10b96
01b2e8, fd2743
0a5ec7, 0ef4d8
040737, f4c475
1b5d78, ef862f
fe3b66, f4fd50
0c9c02, fee50a
0d3908, fc1619
054d3b, 15cb8d
ea5810, f5b555
ef852f, ebe632
151cbd, 056995
fd6897, 058c02
fa3f68, 049abb
f03040, ff0902
fa56f7, 0d1d7e
fa3539, e9b915
efdd86, 0b4b5f
fc9742, f20b9b
fd7763, f11a9b
f8ffec, 0d0645
04d989, 07ab62
1c0331, f845df
0994fe, fe5422
f7c858, 0c22b8
164876, ffd6e6
ebc62b, f50855
01b28b, 16edba
052205, f60035
ff8990, e96a99
e937e0, f7bf0d
fc84cf, f9f411
fc70ae, fd9eda
f6ddaa, 05cd3a
fe7e2a, 059b05
f43dec, f2c062
fc42a4, 15a425
f39b6b, f8078e
101928, ee6219
0130cf, fc745a
fdeefb, 02e4ac
05dcb0, ff403b
ed7b0f, 06a5a5
f98b25, 0de142
f982a0, ec8e9f
f6d47f, 08fb03
099076, f4b844
e6d497, 0693a9
0e6915, 02e4a6
ffa049, eadad1
02a06e, f736c3
1514a6, ff9f4a
f4e974, f88972
f6edf9, f705e5
01b418, 01ab58
0c1ac1, 09e79c
fff284, 02286a
1ace9b, f18ba4
080b99, 075b8a
fb8022, 203f64
16bc0b, 08f903
f554ec, 0a10e9
026ea4, 13e2e0
f05796, 08b670
e7f6c4, f9c41f
fdf627, 07d308
0bd580, edfbf2
037440, 150e81
0d1d32, 0d2d4a
f89904, 0115eb
f3d001, f4469c
f91a0f, f2f7e3
0f15a6, 0a4c88
0ba393, fbea99
ff409e, f05bc0
eec8da, fb6d6f
f98114, 08e724
02fbfd, f69071
fbe516, 10007b
06413c, 00989b
00f651, 16b47a
0329ca, fc2dfa
f5af11, 121758
f86e44, f8fe0a
fcdca0, 00729e
08675a, f900e7
1051b2, f414a4
f45c10, 0d202b
f8d555, 045dfc
e64dc0, 07202f
f8efb8, f43701
faacb6, ef2541
0b3ff4, fc6f37
f9cc7c, f21059
02fbf5, 05a90e
0eb21a, 15c9fa
f98170, 019543
f2a828, fd1299
042679, eb89fe
f8fe2d, f4ad74
089347, f30e2c
fd63c2, fb88fc
01609b, f7ff61
f9a371, fd5250
04bdb2, f5db89
1c0b6e, 0aef98
ef2168, 07158a
f3f781, 0c4122
034a5e, 07845d
013a98, 0b24e1
0e1d0c, 14227f
fd24a3, f05442
f16161, 0052ab
f1c0dd, 018551
fca170, fde11b
0e6d15, 09e557
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
eacb3e, 02d733
ecb7af, ffe0d8
ff38d4, 0d1e7c
f212ef, 00db18
01af97, f8ed6f
0d7a2e, 05eecf
f4415d, 038ef8
fabae1, ff7a40
fe76ca, f3645a
eeeef0, 1225b1
131c25, fa8edb
05652e, fc98b8
e2ba2b, 037ce2
03295a, 039708
028472, feffe8
05535d, 07bd97
f7def2, 132d3b
003e50, 0ea6ef
08778e, fe2221
f0c3d7, 1a0a5d
090348, ff2d28
ea3efa, fd1864
f1c8ea, e65ddc
17c1a5, 0a92d0
00d19a, 08afff
fa301e, ffc667
f5a8a7, fcd318
1432db, fd44d5
efcd29, f114ef
0f010d, ecd4e6
060bca, 02cf9f
f54a02, e7bbbd
05c803, ff422d
e951b0, 05c100
f9902c, ff87e6
ef1ee1, f994d6
fdfb35, 027632
08ed09, 05b112
f50d83, 1d0f08
fe0767, 010cb1
ff321f, f2d2d9
f5a8fc, ee8e65
06c657, fc744a
01c2cd, 03b1b4
01da57, fe164a
01e94e, 0d3f18
e5f7be, ee1d9f
f637bb, 04c147
07ad34, 0ef717
f94cf1, f03d54
f5ffc2, ee99f6
0974f7, eacb49
027279, f9a3cb
076064, fbd26d
f72bc5, 06c65b
060272, 0519d3
0da9ab, fcbdbd
04b1a2, 07c604
017e30, f0f259
0ae9bf, f85d34
f9a75d, 0a1cf5
efe5a6, fc8895
fd412c, 0b4d8e
08f866, fdfff1
107b66, f8d9c0
08a78f, 0122e7
04357c, eb46a4
f06e1d, 0fe70e
f064f2, e1f8df
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
061c66, f1fe2e
f4b84b, f2b8c7
004993, f4ce79
ec414d, e005cc
0840e4, ea6213
0a06ab, ffd302
f25395, 01cedd
e4a133, 002edb
fb41d5, 0815e5
e9360c, 04e9ea
fea087, f011af
0cc541, 028cfb
ed8472, f4f352
01524d, dcfb5f
122bed, 0b3a25
050bd0, 0bad39
02e2f7, 0c58d6
0dd660, 0c8321
0978bb, fd92a4
f3e8ba, 0a4f86
f7a097, 02d0ca
f4b295, f46045
efa507, 00bed8
fcbefc, f9c59c
0979b6, ed9d20
f6dca5, f14dea
f16926, dc871c
089d09, 1058b3
007e4b, fb0f0b
fc6ea2, 18b8ef
fc8150, ffeafe
f32eb7, 13c18b
fc7649, 031e55
f29c8c, 019e15
fc9988, fe5904
dd1bdf, 01cb2d
1bf651, 051174
0ee567, 0a6780
07e619, 076326
fdc053, f1bb6e
10537a, f37659
04b555, 0b33ce
0ac73a, f5bfd9
067771, f7b176
091951, 24c32c
f1abd7, e963d8
045f61, ffd388
e85715, 1ef98c
f65725, f7ea75
f308c7, f1c942
0cd45e, f372cf
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
14b380, ff37cc
0dbb11, f08f2d
02cab5, 07e0a1
1539a7, f630c0
072e2e, f482e6
0b1236, f50aaa
f43f25, 00806a
ff9d2a, 053a9f
131b5a, 272a7c
ef03fe, 0b90ed
1e8edd, 071d4b
f6d0cf, f37bc0
13d6e5, e48cf6
00a599, 0b6557
fc74d1, 076b71
0a43f9, 003b67
f3dc10, 148b1f
f55bf9, e9b08c
f3a53f, f7d29c
09830b, e4e27c
f8dc76, ef028a
de0b15, 01e7e0
069bce, e1f59f
045b41, fb7cce
1b2053, 1dc89d
0d853b, 0fe8fc
fbc789, f9891f
074524, 125516
14e577, 051636
098d74, de3d4a
fc9d12, fe0207
dfe5c0, fcb25a
0e07f2, 0ae532
ec2368, 0c44e5
e243b0, fb25cb
eb24cf, ef9875
0068d8, 0d9b6c
e8f321, ecd6b2
f8192c, 0524b6
f573d4, 058997
00ceb4, ee276e
02b242, 033a31
1a7cd0, 005a3c
202dfc, 02f7ae
0eebe3, f4e268
f4c72b, 1af918
06d59e, f712e4
1536dd, e4af85
f58706, f4a018
f0d8f6, fdafcc
038f0e, e606e5
085837, ee6490
03e0f0, 03c65b
1a2cb7, 03e6f8
f822b6, 02b9d6
16aa74, 011d59
0f4267, fb350f
ed0a58, ee79f9
11a223, 008fe9
f551c6, f360e4
08f3f8, 092754
0acbc8, fd2129
0f8ace, f82b0b
f7664c, 120b28
f5cdb7, 1628d7
ffc9a2, f577c5
0e086b, f4506b
f7c9ae, d4012f
01323c, fca1c3
f2a592, fbfd73
083c7a, f39144
fd614c, f68b3e
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
f69b68, 029f92
14720d, 0200b8
ed2c09, 1067fd
fca58e, e98543
02a0ef, f6a80a
f592c0, ed00ce
e6adf5, fc5159
10aa92, 0488a7
123de3, f5463f
0cd03d, fd1838
f96e1f, 0b93f1
f2a187, 07c2ad
e7d4ec, 0b2595
021b25, 1f7e74
f97399, e23644
0b025a, fe77ff
0768b9, 0000c5
ff85ad, 08e6fe
fb8469, f9cc89
030566, f1e169
0c521c, 03255f
e37174, fb970d
042bd1, ed396b
0b96b7, 1f844f
f4ab4b, efbb07
f968ab, 0248b6
f8d465, f783ae
099c01, f0cbd0
f6c7cc, 06ac49
02a26c, 0525e5
e8e686, 07f120
02b7d5, f091dd
034599, 0d4cab
fb8d67, f77b23
f1b28b, ee27b0
fc6969, f0a5d9
0d8f34, fe5544
f9c9d1, f90222
f2e0bf, 0c5c49
2037fd, fec932
fe5ea6, f5cb8e
fbd3be, ff930d
ee7bca, fa3496
128255, 0955f3
f1cf84, f2ce10
0ec8d3, f06bdb
206a1d, 03058f
099992, 02b28c
110673, e20409
01b83d, f72e13
1d4a11, 10d490
f980dd, ff5dc9
06fdd5, 08fe73
08ca6b, 0043c4
f2cec9, fccdac
19f088, f58db5
ffbd2f, fc552a
f0078a, 0a70f8
082e06, 08653c
0e86a4, 0dd6eb
03fd5f, 006484
f5eff4, f19b53
fe8d3f, f41679
02cba0, 067b0a
115b5c, ea7f5f
0ef280, fa0698
f654c8, fcbe4b
058cc0, 0a4b57
e3eac3, f423cf
140312, f9d573
f1e237, 0114b6
066eb5, 0182dd
eab727, 06dcae
fb6331, f4c245
05fa8b, fbaf77
03ec47, 0626eb
e3784b, f748ea
fabf43, fc5bca
047ef9, f2b2c4
1aa1df, feb7ac
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
1404f1, f2ae75
094308, f351cb
13c6fc, fe2b40
fad929, 1f9614
0a6cb0, 04e526
0508dc, f6bc05
ee63f1, f94e80
f383f8, f5e34b
ffffc6, efa57d
05066e, 0ae034
0c85e0, ea5222
119512, 04b582
ee7691, f284de
e90336, fb02ff
0411c9, feee3b
08b920, f55f98
13ab0c, 158cc4
01a4f1, ee5012
f6c171, 1442b5
012435, 0d479e
e987b1, fd8516
136835, 016a98
0bb93f, eb1766
018069, fb0699
e84a92, fa386c
05e008, fe0989
022d52, 016af8
012a0e, 157bb1
f52f93, f018ae
f84168, f5a6e5
fdf7a3, e7c6c4
fcb8f4, 05edcd
f904bd, 08da4a
0113dc, f5f870
11002b, fbc70e
00dbea, ed93f2
fdab63, 0ba475
f41091, fd6fc9
1dad60, fafe39
fecc31, 1451cd
f2305c, ff011b
f79a59, 105132
14eff0, 083958
fa5eb6, 138185
12f07a, fa79d4
06402e, f7d942
fd504c, fae9ed
ff7c25, 010217
0d6522, fe6c09
eafb7d, fc761c
f36629, 05f521
ec97ca, fa50b7
06aafa, ff68a4
00fa27, fd41fa
027000, f21ff4
087822, e017c4
fdce60, f8d817
029812, f29218
f9d8d5, 02006f
efd7c4, 09ac27
edfdd4, 0e2763
0822b6, f86578
f64b51, f77d2d
08e4da, fb0a24
fffbfc, 08b809
10267e, 05a109
160dc2, f6fcaa
19ad42, 10af5c
f3c983, f58b05
fd7335, ef39e7
163d06, 04e4ef
05879a, 0b0cd4
ff0a21, 010499
15e906, f51544
f7040f, f640b3
11333c, f177d8
fcb2cb, f71753
f8cc2a, 03ab5b
0cb6a4, 0443fd
0a84e2, 168fbc
fefa5f, 0df009
1202fb, fcfcb4
f67f43, 03f3ae
08e07b, 160855
03f45d, f902c0
eef8f8, fed848
ec3261, fc11be
05d01f, fca4c8
0d5713, f5b781
fda70b, faf36b
16d531, 050b5c
0c9e00, ff4a70
fb8d85, e826bd
fef01f, 16a0f6
0c9d42, e5a3d2
146d4c, dab03a
11a957, f7bd3a
f69ef7, e4825f
074516, f9c760
11de0d, 020267
0f7ae1, f42af3
034ba9, 1b8a50
13754c, f47b39
e8d916, f60183
f7cee2, f0f03e
f3d5b5, f23514
13a10e, 0103c4
f792b3, fb89cf
04b803, f84bc6
f2550b, f4cad4
ffcad4, ee8de1
023d20, 0181b0
026eee, 0961d9
f9f2a2, ff75ef
0a8ac3, 11b2a8
f7f60e, 09b5a4
fcfb91, f676d4
0b7af3, 09d55e
f1a079, 0f7d52
f857f1, fe1507
01ae0b, eface7
fc4b49, 161a20
0dd210, f7668f
f53f72, f8affb
1293ba, 07b282
f78bcd, 038b5f
03b1ce, 0a16bd
f82b84, 0aa200
f349d0, 06653f
11d968, 096f26
05505c, f6b027
081461, 0b2620
edc323, f83208
fc7b4f, f5ebe6
05f814, 0ea8a3
01325b, 038fce
f011eb, 027ec0
fb4f9e, f80df1
f88cf3, e4b976
f2c7b2, f5a82c
f703ce, ffd1a9
00e7fd, 0b8796
fba23a, 06f8d4
e6d873, 025a3f
ffe97b, db5983
0b13f8, 082e1c
048aea, fe5c42
1c581d, fd5375
f94280, f6ec1d
084ed4, 03856b
fcc22e, 06aa66
f69182, 0aa6ff
1a03a4, 1452e3
0e39cd, 03690c
05f720, f51888
06bfa2, faaba7
fd455d, 005c53
06382e, f310f6
fedeb4, f36068
fe9ea8, f5d425
f98fa7, ea4817
0fa1b7, 128660
03d0d4, 1611a2
030657, fb7da3
0ca77c, f438f8
faf191, f63efc
fb4c52, ff1235
f2d682, f9fd26
f465c6, 09fe1e
0129a3, 065eec
f79e45, f0cf2c
eea529, 11b0c4
026682, 02d88d
124e23, f131d4
0449bd, f2a323
1885ad, ff97d6
f0dd5e, f2da9b
ffddc0, 167538
ed5f33, 013394
edaa79, 00916a
f3588f, fd1243
fbf035, fedfb7
e9ecef, 130a69
168efd, 002c80
fcec99, 199271
ffa3ab, f592dc
fab161, 1543db
fa8ab1, 119fea
0296d3, fac2b3
0c92f0, 04e0a3
f0cc8e, ee1514
f731ed, f73dda
0d2636, 04ef4f
07f651, 04f7d3
01528f, fee873
0a0828, 0f1d29
01925a, f5faa1
0a287d, 0d921c
0664bc, 13291a
ecf30f, 00e803
fd144c, 15a6fe
ede9e3, f5749f
f3e4a5, f1f8d5
011712, e862a7
f3f691, fd9ab4
053968, 17c5cc
f22859, 0b89f4
055b08, 020eab
0aa851, fd3591
04fc25, fa6ec9
f446a8, ed73df
0144e6, f8b998
0b1154, 214857
0077be, 005d6c
19e9f5, fc4b43
093918, fc56e8
fad8c4, 0d0166
0e75c7, 087303
fd9cc1, 174768
09d377, 01c1dc
0862d0, 02d711
138bbf, f5e56b
152af1, 0ff65f
01c092, 0acf93
ee362d, 0215cd
04fd92, 0735de
07bd64, 057879
1580c9, f84835
0dc3ed, fd29f0
016738, f76848
fd7c91, 0741d4
faeb4f, 11c89e
fe46b6, 134fe8
06a673, d70d41
f0d07d, fd588c
077bb2, 0d6f5c
f36c66, 028143
005d44, f422c6
f76145, f1273a
0f63ad, f2d2b0
084ad5, 048fe6
05c52f, d6d059
efdbd9, 061429
03f4de, 007c55
0b7665, f42331
05a9ec, f824e1
ee4297, 0ec5da
108f4f, ff64b0
01b4a3, e7d417
134790, fd6673
031948, 01f346
188fff, 098032
fc6cdb, eb30f0
f574c1, f24123
efa355, 03b023
0f8c39, e9dfd1
f7de56, eecaad
08de3c, 1a44a5
15563f, 15a993
fa2d7a, f7cbc8
0c984c, 0c8ebc
14f493, fa5aa3
0af52c, ea36bc
e8ee75, e0a8b5
f9ab65, fdc674
f83bed, ef1727
0ed9e3, 1a3a19
04beac, 0ca554
ffd421, 0ba5d7
f94023, 21af94
0063b0, 10bc30
0de4b4, f43341
f71919, faef26
057e95, efd413
060839, f43c2a
ff4429, 12a752
09ffc3, fe56b8
0197ce, 077378
116e3f, 0ea0f3
0947e2, 0faa7b
07be69, fed651
002e18, 18a8fc
02145a, 07b2a2
f840be, e20331
fd4191, f510f9
e7022e, e509a9
127b4f, f82ad2
f41d4d, f7393d
1bff33, 04f723
033702, f7f5f8
011475, 1939a2
1a5d00, ff1e16
fa1167, 076dc5
021efc, fc6d7b
ffe25b, 062f17
012189, f6986c
00740e, 0a6a80
07a6da, f8469f
0aee04, 0227d3
fd5c05, e58b09
14358c, efa9d0
fb8d3f, 00a26e
f120e3, ebc18f
192422, 08161a
cd049e, 0505cb
0ca2f8, 00563f
f063b4, 13340f
0b6f3a, fc507d
e9a6d9, fd1415
f9c489, 0fd7a1
fbcaa6, ecace8
f1fe6c, 15afa5
fdae5c, eea951
0c184b, f901b5
eb9b0a, 266c6f
0c64f3, f9d1b1
ea5df7, ff8ec1
028434, f015ea
f4430b, 108854
fc19dc, 02ca3d
ff34f9, 07434b
1f3517, ed43f3
157f39, 06f7c7
1076e4, 034aae
ee243a, fdb031
0961ce, 0b960f
080336, e839ce
17c8b3, 0983c8
0dbcd6, e8d1ad
05cdc9, fa3b7c
f1041d, 09d4c6
f97aa5, 179dc7
0d77e8, f021eb
08fbf6, fe4324
0c1fe7, f6c213
1622bb, f1466c
0b7269, 05fb0e
041768, 181df4
f1a21c, fbf72e
0c97f7, 1900e4
f96024, 01e2d2
085757, fc2e7e
1999cc, 0c0371
08810b, fc10bc
edb9ec, 0cefba
ed9fff, ee49e1
01ff20, 03a1de
0431ea, 12e2d5
fa7c0d, 2334a8
f0bab8, f136d8
fb7636, 077e2a
153039, 0daf89
fcbb2b, 0442d0
08d56f, 06dee8
06460d, fbeb70
00402b, fa0ab1
f9edc8, f93271
134053, f697ab
11df22, 06fe06
0a1fa5, 108ca2
fe45c3, fbd501
fd11c3, f3bf0a
0318a1, ff51a0
f25b0b, 177502
fdf1b6, 05ffe9
f54bfd, 0f6e5d
fbec5e, e3ebab
166df5, 043890
0b9ca6, 01d9c4
0baa50, f987bd
fc741c, 19d455
12bc6d, 00bc7b
08cf36, 05a519
f37705, e9982c
048381, f4738e
f3be2d, f811fe
e38e9c, fe9f4f
0b9568, f968d9
f65902, e8f63e
f68f8e, 07bc5f
01c3c1, f6d4ee
f963c6, f8e5ed
0a09a3, 0147f5
029c4f, e84c78
e4db7b, eed9de
f9246b, f69f86
dff5d5, 026f7f
1aaf4f, f79705
10b262, 18caab
087fae, fa6961
f887a7, 03657d
0620c4, f9ec0e
02e5db, 1d3b16
1a101c, fb6c2a
ee3501, 016acf
f592eb, f35431
fe061d, 141098
01545f, 0bf37e
05dcbf, 001f9c
f434df, 107000
fe25be, fbe402
043cb7, 061436
0c563f, 045e55
f9a61e, fa3723
f4d8aa, fad098
0e4436, eacfa1
0119c3, 173421
09a5c0, 0276d4
f58565, 0a224c
02a83e, 0e83f0
f8c48e, ff1314
05fb58, fc1e0a
ec2965, ea5723
0b0334, 02db3a
fd5cdc, 0f70e8
f83795, 0bdca6
f781d4, dd7322
2927dc, e01104
f59c0a, 054255
fdeea9, f3f7cc
097fc6, fffeff
f05344, f3a0aa
f40508, 16d2f0
f6cad6, ed6db3
0137c5, ec88ac
fe4b2f, 165a30
fb15a2, f79f7b
f0b063, f9f318
089d29, 055169
f356b1, f80f05
04ed6d, 060667
037ab7, 13c013
f1e7df, 10c628
fa4558, fc96d5
0b2116, 0739d2
02ee3e, fe33c6
02d4d9, 14d8e7
f5dd63, f4a3aa
f8c7a4, 0d506f
ffb808, 0d94cf
fce030, 09a47a
02ff68, 051025
12e929, f8ffac
f2260d, 002587
196cb1, fc3842
fcb9b1, 06c8b4
fa7e55, e5f481
03575a, fc26bc
0ac9a6, f89322
067aa6, f66b15
ecd65f, f7433e
083263, f590df
0758c1, fa792a
ff2748, edd4e2
f38b89, fbecfa
04305a, 019c80
24ed04, 0c60b1
020236, f1d74c
fb93bd, fd756d
161b68, 030115
0546e2, 02948b
f1914b, fd19dd
fb187b, fbf79a
035ec8, 03a547
f82a89, f8ba95
fc1dc6, 09096b
fcf0ab, 18f752
0d584c, e59474
f26078, 13859f
02ac5e, 07d95d
f4c83e, 08c818
0920e3, fab732
fbc6fb, 056959
ed97b7, 06424d
ff2769, fb5c20
0ad55c, 048d54
020072, 12a928
001a17, 043a36
ffb58c, fad550
f74836, 0b30a1
0afa38, fb8c48
f87e61, 02a1dd
f61125, 0d24d7
f9302c, 19a8cc
025a4b, fd17d7
09dbd3, 03f0c5
fee910, fa811b
09b432, 016db2
1b8b6b, f89a9e
f2299b, 0cbc32
fa1841, 06f7be
fea021, 05a9d5
0bfa66, fcb695
0179e9, 1d9dce
0e69e2, 073ce4
1626d7, ef659a
054545, f9421f
048724, fa5d64
fbbfb6, f7f3f7
eb0945, 047875
fefd93, ef6867
ef77a8, fec893
fcfcc5, fc9ab4
eadce5, fdf484
06753a, fcd637
02955e, 034715
0f27da, f3a82a
eb84fe, f98870
f6e6cd, f219b0
0d4806, 02b0f4
02d501, 061542
010774, 1356f9
fb1344, 109d54
0fbc57, 0148dd
f9b5c3, 05ae18
ff79ad, f6f051
09cfa5, 04b1e7
09e0ab, 025689
fd7fc6, 0f882f
25b7ab, 05f5fb
0ad781, ed5c3a
f7a7da, f3025d
0847bc, e14df9
ed54a0, 052507
f920cd, fe4310
ea7bba, 13a81c
f0da8f, f4a0ec
f5e182, 0400c7
f97058, fe7049
0cdcf7, 0d7a27
